Airline,Flight Number,Source City,Departure Time,Number of Stops,Arrival Time,Destination City,Duration (Minutes),Price
Delta,5976,Los Angeles,2025-01-05T22:10:00,0,2025-01-06T16:25:00,London,615,$473
British Airways,1613,Los Angeles,2025-01-05T21:30:00,0,2025-01-06T16:00:00,London,630,$488
Virgin Atlantic,8,Los Angeles,2025-01-06T17:10:00,0,2025-01-07T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-06T17:10:00,0,2025-01-07T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-06T22:10:00,0,2025-01-07T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-06T18:10:00,0,2025-01-07T12:30:00,London,620,$487
British Airways,282,Los Angeles,2025-01-06T15:25:00,0,2025-01-07T09:50:00,London,625,$487
British Airways,268,Los Angeles,2025-01-06T20:50:00,0,2025-01-07T15:10:00,London,620,$487
Delta,5976,Los Angeles,2025-01-06T22:10:00,0,2025-01-07T16:25:00,London,615,$473
Finnair,5470,Los Angeles,2025-01-06T18:10:00,0,2025-01-07T12:30:00,London,620,$487
Iberia,3621,Los Angeles,2025-01-06T18:10:00,0,2025-01-07T12:30:00,London,620,$487
Finnair,5458,Los Angeles,2025-01-06T20:50:00,0,2025-01-07T15:10:00,London,620,$487
Delta,5978,Los Angeles,2025-01-07T17:10:00,0,2025-01-08T11:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-07T18:10:00,0,2025-01-08T12:30:00,London,620,$488
British Airways,268,Los Angeles,2025-01-07T20:50:00,0,2025-01-08T15:10:00,London,620,$488
British Airways,282,Los Angeles,2025-01-07T15:25:00,0,2025-01-08T09:50:00,London,625,$488
Delta,5976,Los Angeles,2025-01-07T22:10:00,0,2025-01-08T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2025-01-07T18:10:00,0,2025-01-08T12:30:00,London,620,$488
American Airlines,6983,Los Angeles,2025-01-07T20:50:00,0,2025-01-08T15:10:00,London,620,$488
American Airlines,6935,Los Angeles,2025-01-07T15:25:00,0,2025-01-08T09:50:00,London,625,$488
United,923,Los Angeles,2025-01-07T19:00:00,0,2025-01-08T13:30:00,London,630,$493
Finnair,5470,Los Angeles,2025-01-07T18:10:00,0,2025-01-08T12:30:00,London,620,$488
Delta,5978,Los Angeles,2025-01-08T17:10:00,0,2025-01-09T11:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-08T18:10:00,0,2025-01-09T12:30:00,London,620,$488
British Airways,268,Los Angeles,2025-01-08T20:50:00,0,2025-01-09T15:10:00,London,620,$488
British Airways,1604,Los Angeles,2025-01-08T17:10:00,0,2025-01-09T11:40:00,London,630,$488
British Airways,282,Los Angeles,2025-01-08T15:25:00,0,2025-01-09T09:50:00,London,625,$488
British Airways,1509,Los Angeles,2025-01-08T19:45:00,0,2025-01-09T14:20:00,London,635,$488
Delta,5976,Los Angeles,2025-01-08T22:10:00,0,2025-01-09T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2025-01-08T18:10:00,0,2025-01-09T12:30:00,London,620,$488
British Airways,1613,Los Angeles,2025-01-08T21:30:00,0,2025-01-09T16:00:00,London,630,$488
American Airlines,6983,Los Angeles,2025-01-08T20:50:00,0,2025-01-09T15:10:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2025-01-09T17:10:00,0,2025-01-10T11:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-09T17:10:00,0,2025-01-10T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-09T22:10:00,0,2025-01-10T16:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-09T22:10:00,0,2025-01-10T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-09T19:00:00,0,2025-01-10T13:30:00,London,630,$543
Lufthansa,9343,Los Angeles,2025-01-09T19:00:00,0,2025-01-10T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-09T18:10:00,0,2025-01-10T12:30:00,London,620,$588
British Airways,268,Los Angeles,2025-01-09T20:50:00,0,2025-01-10T15:10:00,London,620,$588
British Airways,282,Los Angeles,2025-01-09T15:25:00,0,2025-01-10T09:50:00,London,625,$588
British Airways,1613,Los Angeles,2025-01-09T21:30:00,0,2025-01-10T16:00:00,London,630,$588
Virgin Atlantic,8,Los Angeles,2025-01-10T17:10:00,0,2025-01-11T11:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-10T17:10:00,0,2025-01-11T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-10T22:10:00,0,2025-01-11T16:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-10T22:10:00,0,2025-01-11T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-10T19:00:00,0,2025-01-11T13:30:00,London,630,$543
Lufthansa,9343,Los Angeles,2025-01-10T19:00:00,0,2025-01-11T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-10T18:10:00,0,2025-01-11T12:30:00,London,620,$588
British Airways,268,Los Angeles,2025-01-10T20:50:00,0,2025-01-11T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2025-01-10T17:10:00,0,2025-01-11T11:40:00,London,630,$588
British Airways,282,Los Angeles,2025-01-10T15:25:00,0,2025-01-11T09:50:00,London,625,$588
Delta,5978,Los Angeles,2025-01-11T17:10:00,0,2025-01-12T11:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-11T22:10:00,0,2025-01-12T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-11T19:00:00,0,2025-01-12T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-11T18:10:00,0,2025-01-12T12:30:00,London,620,$588
British Airways,268,Los Angeles,2025-01-11T20:50:00,0,2025-01-12T15:10:00,London,620,$588
Lufthansa,9343,Los Angeles,2025-01-11T19:00:00,0,2025-01-12T13:30:00,London,630,$543
British Airways,1604,Los Angeles,2025-01-11T17:10:00,0,2025-01-12T11:40:00,London,630,$588
British Airways,1509,Los Angeles,2025-01-11T19:45:00,0,2025-01-12T14:20:00,London,635,$588
British Airways,1613,Los Angeles,2025-01-11T21:30:00,0,2025-01-12T16:00:00,London,630,$588
American Airlines,6991,Los Angeles,2025-01-11T18:10:00,0,2025-01-12T12:30:00,London,620,$588
Virgin Atlantic,8,Los Angeles,2025-01-12T17:10:00,0,2025-01-13T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-12T17:10:00,0,2025-01-13T11:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-12T18:10:00,0,2025-01-13T12:30:00,London,620,$488
Virgin Atlantic,24,Los Angeles,2025-01-12T22:10:00,0,2025-01-13T16:25:00,London,615,$473
British Airways,282,Los Angeles,2025-01-12T15:25:00,0,2025-01-13T09:50:00,London,625,$488
British Airways,1604,Los Angeles,2025-01-12T17:10:00,0,2025-01-13T11:40:00,London,630,$488
British Airways,268,Los Angeles,2025-01-12T20:50:00,0,2025-01-13T15:10:00,London,620,$488
American Airlines,6991,Los Angeles,2025-01-12T18:10:00,0,2025-01-13T12:30:00,London,620,$488
Delta,5976,Los Angeles,2025-01-12T22:10:00,0,2025-01-13T16:25:00,London,615,$473
American Airlines,6935,Los Angeles,2025-01-12T15:25:00,0,2025-01-13T09:50:00,London,625,$488
Iberia,3621,Los Angeles,2025-01-13T18:10:00,0,2025-01-14T12:30:00,London,620,$488
Iberia,3623,Los Angeles,2025-01-13T15:25:00,0,2025-01-14T09:50:00,London,625,$488
Iberia,3613,Los Angeles,2025-01-13T20:50:00,0,2025-01-14T15:10:00,London,620,$488
Iberia,4262,Los Angeles,2025-01-13T17:10:00,0,2025-01-14T11:40:00,London,630,$488
Iberia,4237,Los Angeles,2025-01-13T19:45:00,0,2025-01-14T14:20:00,London,635,$488
Iberia,4819,Los Angeles,2025-01-13T21:30:00,0,2025-01-14T16:00:00,London,630,$488
WestJet,1511,Los Angeles,2025-01-13T12:50:00,1,2025-01-14T12:50:00,London,960,$405
Iberia,4987,Los Angeles,2025-01-13T10:15:00,1,2025-01-14T07:20:00,London,785,$492
Iberia,4536,Los Angeles,2025-01-13T09:41:00,1,2025-01-14T08:15:00,London,874,$492
SWISS,41,Los Angeles,2025-01-13T19:20:00,1,2025-01-14T17:05:00,London,825,$530
Virgin Atlantic,8,Los Angeles,2025-01-14T17:10:00,0,2025-01-15T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-14T17:10:00,0,2025-01-15T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-14T22:10:00,0,2025-01-15T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-14T18:10:00,0,2025-01-15T12:30:00,London,620,$488
British Airways,268,Los Angeles,2025-01-14T20:50:00,0,2025-01-15T15:10:00,London,620,$488
British Airways,282,Los Angeles,2025-01-14T15:25:00,0,2025-01-15T09:50:00,London,625,$488
British Airways,1604,Los Angeles,2025-01-14T17:10:00,0,2025-01-15T11:40:00,London,630,$488
British Airways,1509,Los Angeles,2025-01-14T19:45:00,0,2025-01-15T14:20:00,London,635,$488
Delta,5976,Los Angeles,2025-01-14T22:10:00,0,2025-01-15T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2025-01-14T18:10:00,0,2025-01-15T12:30:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2025-01-15T17:10:00,0,2025-01-16T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-15T17:10:00,0,2025-01-16T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-15T22:10:00,0,2025-01-16T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-15T18:10:00,0,2025-01-16T12:30:00,London,620,$490
British Airways,268,Los Angeles,2025-01-15T20:50:00,0,2025-01-16T15:10:00,London,620,$490
British Airways,1604,Los Angeles,2025-01-15T17:10:00,0,2025-01-16T11:40:00,London,630,$490
British Airways,282,Los Angeles,2025-01-15T15:25:00,0,2025-01-16T09:50:00,London,625,$490
Delta,5976,Los Angeles,2025-01-15T22:10:00,0,2025-01-16T16:25:00,London,615,$473
British Airways,1509,Los Angeles,2025-01-15T19:45:00,0,2025-01-16T14:20:00,London,635,$490
British Airways,1613,Los Angeles,2025-01-15T21:30:00,0,2025-01-16T16:00:00,London,630,$490
Virgin Atlantic,8,Los Angeles,2025-01-16T17:10:00,0,2025-01-17T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-16T22:10:00,0,2025-01-17T16:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-16T17:10:00,0,2025-01-17T11:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-16T22:10:00,0,2025-01-17T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-16T19:00:00,0,2025-01-17T13:30:00,London,630,$543
Lufthansa,9343,Los Angeles,2025-01-16T19:00:00,0,2025-01-17T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-16T18:10:00,0,2025-01-17T12:30:00,London,620,$588
British Airways,268,Los Angeles,2025-01-16T20:50:00,0,2025-01-17T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2025-01-16T17:10:00,0,2025-01-17T11:40:00,London,630,$588
British Airways,282,Los Angeles,2025-01-16T15:25:00,0,2025-01-17T09:50:00,London,625,$588
Virgin Atlantic,8,Los Angeles,2025-01-17T17:10:00,0,2025-01-18T11:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-17T17:10:00,0,2025-01-18T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-17T22:10:00,0,2025-01-18T16:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-17T22:10:00,0,2025-01-18T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-17T19:00:00,0,2025-01-18T13:30:00,London,630,$543
Lufthansa,9343,Los Angeles,2025-01-17T19:00:00,0,2025-01-18T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-17T18:10:00,0,2025-01-18T12:30:00,London,620,$588
British Airways,268,Los Angeles,2025-01-17T20:50:00,0,2025-01-18T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2025-01-17T17:10:00,0,2025-01-18T11:40:00,London,630,$588
British Airways,282,Los Angeles,2025-01-17T15:25:00,0,2025-01-18T09:50:00,London,625,$588
Virgin Atlantic,8,Los Angeles,2025-01-18T17:10:00,0,2025-01-19T11:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-18T17:10:00,0,2025-01-19T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-18T22:10:00,0,2025-01-19T16:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-18T22:10:00,0,2025-01-19T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-18T19:00:00,0,2025-01-19T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-18T18:10:00,0,2025-01-19T12:30:00,London,620,$588
Lufthansa,9343,Los Angeles,2025-01-18T19:00:00,0,2025-01-19T13:30:00,London,630,$543
British Airways,282,Los Angeles,2025-01-18T15:25:00,0,2025-01-19T09:50:00,London,625,$588
British Airways,268,Los Angeles,2025-01-18T20:50:00,0,2025-01-19T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2025-01-18T17:10:00,0,2025-01-19T11:40:00,London,630,$588
Virgin Atlantic,8,Los Angeles,2025-01-19T17:10:00,0,2025-01-20T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-19T22:10:00,0,2025-01-20T16:25:00,London,615,$473
Iberia,3621,Los Angeles,2025-01-19T18:10:00,0,2025-01-20T12:30:00,London,620,$488
Iberia,3623,Los Angeles,2025-01-19T15:25:00,0,2025-01-20T09:50:00,London,625,$488
Iberia,4262,Los Angeles,2025-01-19T17:10:00,0,2025-01-20T11:40:00,London,630,$488
Iberia,3613,Los Angeles,2025-01-19T20:50:00,0,2025-01-20T15:10:00,London,620,$488
Iberia,4237,Los Angeles,2025-01-19T19:45:00,0,2025-01-20T14:20:00,London,635,$488
British Airways,282,Los Angeles,2025-01-19T15:25:00,0,2025-01-20T09:50:00,London,625,$554
British Airways,280,Los Angeles,2025-01-19T18:10:00,0,2025-01-20T12:30:00,London,620,$554
Iberia,4819,Los Angeles,2025-01-19T21:30:00,0,2025-01-20T16:00:00,London,630,$488
Virgin Atlantic,8,Los Angeles,2025-01-20T17:10:00,0,2025-01-21T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-20T17:10:00,0,2025-01-21T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-20T22:10:00,0,2025-01-21T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-20T18:10:00,0,2025-01-21T12:30:00,London,620,$488
British Airways,282,Los Angeles,2025-01-20T15:25:00,0,2025-01-21T09:50:00,London,625,$488
British Airways,268,Los Angeles,2025-01-20T20:50:00,0,2025-01-21T15:10:00,London,620,$488
British Airways,1604,Los Angeles,2025-01-20T17:10:00,0,2025-01-21T11:40:00,London,630,$488
British Airways,1509,Los Angeles,2025-01-20T19:45:00,0,2025-01-21T14:20:00,London,635,$488
Delta,5976,Los Angeles,2025-01-20T22:10:00,0,2025-01-21T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2025-01-20T18:10:00,0,2025-01-21T12:30:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2025-01-21T17:10:00,0,2025-01-22T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-21T17:10:00,0,2025-01-22T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-21T22:10:00,0,2025-01-22T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-21T18:10:00,0,2025-01-22T12:30:00,London,620,$488
British Airways,268,Los Angeles,2025-01-21T20:50:00,0,2025-01-22T15:10:00,London,620,$488
British Airways,282,Los Angeles,2025-01-21T15:25:00,0,2025-01-22T09:50:00,London,625,$488
British Airways,1604,Los Angeles,2025-01-21T17:10:00,0,2025-01-22T11:40:00,London,630,$488
British Airways,1509,Los Angeles,2025-01-21T19:45:00,0,2025-01-22T14:20:00,London,635,$488
Delta,5976,Los Angeles,2025-01-21T22:10:00,0,2025-01-22T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2025-01-21T18:10:00,0,2025-01-22T12:30:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2025-01-22T17:10:00,0,2025-01-23T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-22T17:10:00,0,2025-01-23T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-22T22:10:00,0,2025-01-23T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-22T18:10:00,0,2025-01-23T12:30:00,London,620,$488
British Airways,268,Los Angeles,2025-01-22T20:50:00,0,2025-01-23T15:10:00,London,620,$488
British Airways,1604,Los Angeles,2025-01-22T17:10:00,0,2025-01-23T11:40:00,London,630,$488
British Airways,282,Los Angeles,2025-01-22T15:25:00,0,2025-01-23T09:50:00,London,625,$488
Delta,5976,Los Angeles,2025-01-22T22:10:00,0,2025-01-23T16:25:00,London,615,$473
British Airways,1613,Los Angeles,2025-01-22T21:30:00,0,2025-01-23T16:00:00,London,630,$488
American Airlines,6991,Los Angeles,2025-01-22T18:10:00,0,2025-01-23T12:30:00,London,620,$488
Delta,5978,Los Angeles,2025-01-23T17:10:00,0,2025-01-24T11:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-23T22:10:00,0,2025-01-24T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-23T19:00:00,0,2025-01-24T13:30:00,London,630,$543
Lufthansa,9343,Los Angeles,2025-01-23T19:00:00,0,2025-01-24T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-23T18:10:00,0,2025-01-24T12:30:00,London,620,$588
British Airways,268,Los Angeles,2025-01-23T20:50:00,0,2025-01-24T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2025-01-23T17:10:00,0,2025-01-24T11:40:00,London,630,$588
British Airways,282,Los Angeles,2025-01-23T15:25:00,0,2025-01-24T09:50:00,London,625,$588
British Airways,1613,Los Angeles,2025-01-23T21:30:00,0,2025-01-24T16:00:00,London,630,$588
American Airlines,6991,Los Angeles,2025-01-23T18:10:00,0,2025-01-24T12:30:00,London,620,$588
Virgin Atlantic,8,Los Angeles,2025-01-24T17:10:00,0,2025-01-25T11:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-24T17:10:00,0,2025-01-25T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-24T22:10:00,0,2025-01-25T16:25:00,London,615,$523
British Airways,280,Los Angeles,2025-01-24T18:10:00,0,2025-01-25T12:30:00,London,620,$537
British Airways,268,Los Angeles,2025-01-24T20:50:00,0,2025-01-25T15:10:00,London,620,$537
British Airways,1604,Los Angeles,2025-01-24T17:10:00,0,2025-01-25T11:40:00,London,630,$537
British Airways,282,Los Angeles,2025-01-24T15:25:00,0,2025-01-25T09:50:00,London,625,$537
British Airways,1509,Los Angeles,2025-01-24T19:45:00,0,2025-01-25T14:20:00,London,635,$537
Delta,5976,Los Angeles,2025-01-24T22:10:00,0,2025-01-25T16:25:00,London,615,$523
Finnair,5458,Los Angeles,2025-01-24T20:50:00,0,2025-01-25T15:10:00,London,620,$530
Delta,5978,Los Angeles,2025-01-25T17:10:00,0,2025-01-26T11:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-25T22:10:00,0,2025-01-26T16:25:00,London,615,$523
United,923,Los Angeles,2025-01-25T19:00:00,0,2025-01-26T13:30:00,London,630,$543
British Airways,280,Los Angeles,2025-01-25T18:10:00,0,2025-01-26T12:30:00,London,620,$588
Lufthansa,9343,Los Angeles,2025-01-25T19:00:00,0,2025-01-26T13:30:00,London,630,$543
British Airways,282,Los Angeles,2025-01-25T15:25:00,0,2025-01-26T09:50:00,London,625,$588
British Airways,268,Los Angeles,2025-01-25T20:50:00,0,2025-01-26T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2025-01-25T17:10:00,0,2025-01-26T11:40:00,London,630,$588
British Airways,1509,Los Angeles,2025-01-25T19:45:00,0,2025-01-26T14:20:00,London,635,$588
British Airways,1613,Los Angeles,2025-01-25T21:30:00,0,2025-01-26T16:00:00,London,630,$588
Delta,5978,Los Angeles,2025-01-26T17:10:00,0,2025-01-27T11:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-26T18:10:00,0,2025-01-27T12:30:00,London,620,$488
British Airways,282,Los Angeles,2025-01-26T15:25:00,0,2025-01-27T09:50:00,London,625,$488
British Airways,1604,Los Angeles,2025-01-26T17:10:00,0,2025-01-27T11:40:00,London,630,$488
British Airways,268,Los Angeles,2025-01-26T20:50:00,0,2025-01-27T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2025-01-26T19:45:00,0,2025-01-27T14:20:00,London,635,$488
American Airlines,6991,Los Angeles,2025-01-26T18:10:00,0,2025-01-27T12:30:00,London,620,$488
Delta,5976,Los Angeles,2025-01-26T22:10:00,0,2025-01-27T16:25:00,London,615,$473
American Airlines,6935,Los Angeles,2025-01-26T15:25:00,0,2025-01-27T09:50:00,London,625,$488
British Airways,1613,Los Angeles,2025-01-26T21:30:00,0,2025-01-27T16:00:00,London,630,$488
Virgin Atlantic,8,Los Angeles,2025-01-27T17:10:00,0,2025-01-28T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-27T17:10:00,0,2025-01-28T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-27T22:10:00,0,2025-01-28T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-27T18:10:00,0,2025-01-28T12:30:00,London,620,$488
British Airways,282,Los Angeles,2025-01-27T15:25:00,0,2025-01-28T09:50:00,London,625,$488
British Airways,1604,Los Angeles,2025-01-27T17:10:00,0,2025-01-28T11:40:00,London,630,$488
British Airways,268,Los Angeles,2025-01-27T20:50:00,0,2025-01-28T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2025-01-27T19:45:00,0,2025-01-28T14:20:00,London,635,$488
Delta,5976,Los Angeles,2025-01-27T22:10:00,0,2025-01-28T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2025-01-27T18:10:00,0,2025-01-28T12:30:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2025-01-28T17:10:00,0,2025-01-29T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-28T17:10:00,0,2025-01-29T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-28T22:10:00,0,2025-01-29T16:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-28T18:10:00,0,2025-01-29T12:30:00,London,620,$488
British Airways,268,Los Angeles,2025-01-28T20:50:00,0,2025-01-29T15:10:00,London,620,$488
British Airways,282,Los Angeles,2025-01-28T15:25:00,0,2025-01-29T09:50:00,London,625,$488
British Airways,1604,Los Angeles,2025-01-28T17:10:00,0,2025-01-29T11:40:00,London,630,$488
British Airways,1509,Los Angeles,2025-01-28T19:45:00,0,2025-01-29T14:20:00,London,635,$488
Delta,5976,Los Angeles,2025-01-28T22:10:00,0,2025-01-29T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2025-01-28T18:10:00,0,2025-01-29T12:30:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2025-01-29T17:10:00,0,2025-01-30T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2025-01-29T22:10:00,0,2025-01-30T16:25:00,London,615,$473
Virgin Atlantic,1987,Los Angeles,2025-01-29T13:15:00,1,2025-01-30T10:00:00,London,765,$477
Virgin Atlantic,6620,Los Angeles,2025-01-29T21:05:00,1,2025-01-30T18:20:00,London,795,$490
Virgin Atlantic,2473,Los Angeles,2025-01-29T14:00:00,1,2025-01-30T11:40:00,London,820,$477
Virgin Atlantic,5174,Los Angeles,2025-01-29T09:50:00,1,2025-01-30T06:50:00,London,780,$477
